BASE_YEAR,PLAYER_NO,PLAYER_NM,PLAYER_GRAD_NM,PRACE_TME_CO,PRACE_DE_CO,N1R_NCNT,N1R_VICTRY_RT,N2R_NCNT,YUNDAE_RT,N3R_NCNT,THREE_YUNDAE_RT,N4R_NCNT,N5R_NCNT,N6R_NCNT,N7R_NCNT,N8R_NCNT,N9R_NCNT,DSQLFC_CO,FELOFF_ABANDN_VALUE,DEFECT_ABANDN_VALUE,PN_AFLTION_NM,PRECDNG_N1CK_NCNT,OVRTK_N1CK_NCNT,EXCD_N1CK_NCNT,DEFNS_N1CK_NCNT,WARN_NCNT,ATENT_NCNT,EVL_SCORE,GEAR_MULTIP_VALUE,TOT_RANK_CO
"2023","20030033","김계현","A2","15","44","6","14","7","30","9","50","10","7","2","1","0","0","1","2","0","10","0","5","1","0","2","3","92","3","172"
"2023","20030031","김경록","B2","20","61","2","3","13","25","11","43","11","10","7","7","0","0","0","0","0","10","0","2","0","0","6","10","87","3","429"
"2023","20030029","권문석","B3","20","59","0","0","5","8","4","15","15","14","14","6","0","0","0","1","0","10","0","0","0","0","3","11","85","3","460"
"2023","20030027","강양한","B2","20","60","2","3","4","10","7","22","9","15","13","9","0","0","1","0","0","10","0","2","0","0","1","6","85","3","459"
"2023","20030026","강성배","B3","21","64","0","0","1","2","11","19","13","20","11","7","0","0","1","1","0","10","0","0","0","0","1","15","83","3","464"
"2023","20130022","이태호","S2","17","51","6","12","6","24","11","45","9","6","6","3","0","0","2","2","1","20","1","5","0","0","19","37","97","3","36"
"2023","20130023","전영조","B1","17","50","6","12","8","28","3","34","5","6","12","9","0","0","0","1","0","20","0","5","1","0","0","5","89","3","338"
"2023","20130024","정동호","A3","21","63","22","35","6","44","7","56","6","7","4","10","0","0","0","0","1","20","5","6","11","0","2","4","91","3","316"
"2023","20130025","정종진","SS","21","64","60","94","2","97","1","98","0","0","1","0","0","0","0","0","0","20","15","36","9","0","2","21","105","3","2"
"2023","20130026","조성윤","A3","17","52","3","6","3","12","9","29","4","9","13","11","0","0","0","0","0","20","0","2","1","0","12","31","90","3","254"
"2023","20130027","주석진","A2","18","55","7","13","11","33","16","62","5","6","8","1","0","0","0","0","0","20","0","7","0","0","8","23","93","3","157"
"2023","20150006","성낙송","S1","20","60","15","25","17","53","7","65","8","8","2","3","0","0","0","0","0","21","0","13","2","0","13","40","101","3","16"
"2023","20150007","이찬우","A1","20","62","15","24","14","47","12","66","5","7","8","1","0","0","0","0","0","21","1","9","5","0","4","13","94","3","132"
"2023","20150008","주병환","A3","20","60","2","3","2","7","8","20","7","17","15","9","0","0","0","0","0","21","1","1","0","0","4","8","90","3","270"
"2023","20150009","공태욱","A2","20","60","0","0","7","12","11","30","15","5","11","11","0","0","0","0","0","21","0","0","0","0","1","10","92","3","230"
"2023","20150010","성정환","A2","20","58","4","7","18","38","11","57","6","13","2","3","0","0","1","0","0","21","0","4","0","0","7","17","93","3","182"
"2023","20150011","임진섭","A2","15","42","5","12","12","40","7","57","5","7","3","3","0","0","0","0","0","21","0","5","0","0","2","19","93","3","171"
"2023","20150012","황인혁","S1","19","57","28","49","12","70","6","81","3","1","4","3","0","0","0","0","0","21","4","16","8","0","14","44","102","3","9"
"2023","20160005","김태한","A1","21","61","11","18","14","41","8","54","6","6","9","5","0","0","1","1","0","22","3","8","0","0","2","8","94","3","122"
"2023","20160006","김학철","A3","14","42","0","0","1","2","3","10","9","6","11","11","0","0","0","1","0","22","0","0","0","0","2","7","90","3","299"
"2023","20170016","신동현","A1","19","60","0","0","5","8","3","13","11","13","4","24","0","0","0","0","0","23","0","0","0","0","1","14","95","3","75"
"2023","20170017","엄희태","A1","19","59","18","31","9","46","12","66","7","10","2","1","0","0","0","0","0","23","2","11","5","0","11","21","94","3","131"
"2023","20220017","정민석","A1","20","60","21","35","10","52","11","70","5","2","6","5","0","0","0","0","0","27","16","3","2","0","1","17","93","3","215"
"2023","20220018","정하전","A3","20","62","17","27","7","39","9","53","4","6","9","10","0","0","0","0","0","27","4","5","8","0","3","10","91","3","317"
"2023","20090020","이현구","S2","18","56","3","5","12","27","4","34","9","10","10","8","0","0","0","0","0","16","0","3","0","0","6","18","98","3","50"
"2023","20090021","임환직","A3","19","56","0","0","2","4","7","16","14","15","11","7","0","0","0","0","0","16","0","0","0","0","7","23","90","3","266"
"2023","20090022","장경동","A2","19","59","2","3","12","24","10","41","11","10","4","9","0","0","0","0","1","16","0","2","0","0","2","16","91","3","213"
"2023","20090023","전종헌","A2","20","62","0","0","5","8","5","16","14","18","11","8","0","0","0","0","0","16","0","0","0","0","9","17","91","3","251"
"2023","20090024","정동완","B2","20","61","2","3","9","18","16","44","14","13","4","3","0","0","0","0","0","16","0","2","0","0","7","21","86","3","422"
"2023","20080001","강재원","A2","17","53","3","6","12","28","17","60","9","4","3","1","0","0","0","3","0","15","0","3","0","0","2","15","93","3","166"
"2023","20070027","최병일","A1","19","58","13","22","4","29","12","50","8","6","4","11","0","0","0","0","0","14","0","9","4","0","15","24","96","3","106"
"2023","20070026","조준수","A3","18","60","0","0","2","3","6","13","4","22","15","9","0","0","0","1","1","14","0","0","0","0","2","6","90","3","281"
"2023","20070025","조재호","A2","21","64","5","8","12","27","14","48","11","8","6","6","0","0","0","1","1","14","0","5","0","0","7","12","92","3","190"
"2023","20070024","조봉철","S3","19","57","20","35","9","51","5","60","2","5","3","11","0","0","0","2","0","14","12","4","4","0","4","7","97","3","92"
"2023","20070023","정현호","A2","20","62","5","8","12","27","10","44","7","11","7","8","0","0","1","1","0","14","0","4","1","0","2","14","92","3","205"
"2023","20190005","김병도","B2","10","30","2","7","2","13","3","23","8","2","6","7","0","0","0","0","0","25","0","0","2","0","7","10","85","3","450"
"2023","20110020","천호성","A1","19","60","23","38","10","55","10","72","6","3","4","4","0","0","0","0","0","18","3","13","7","0","6","18","95","3","125"
"2023","20110021","하동성","A3","10","28","2","7","2","14","2","21","7","4","4","6","0","0","0","1","0","18","2","0","0","0","3","4","90","3","241"
"2023","20110022","황무현","S3","18","54","1","2","7","15","9","31","13","9","8","7","0","0","0","0","0","18","0","1","0","0","24","43","97","3","55"
"2023","20120001","고재필","B1","20","60","21","35","13","57","16","83","5","2","2","1","0","0","0","0","0","19","1","15","5","0","9","5","89","3","363"
"2023","20120003","김승현","A2","19","57","2","4","5","12","11","32","13","14","7","5","0","0","0","0","0","19","0","1","1","0","7","18","92","3","220"
"2023","20120004","김연호","A2","15","45","26","58","10","80","5","91","0","1","1","1","0","0","1","0","0","19","2","18","6","0","25","25","92","3","326"
"2023","20180015","이재옥","B2","16","48","1","2","5","13","8","29","7","10","9","8","0","0","0","0","0","24","0","0","1","0","5","3","85","3","455"
"2023","20180014","이서혁","B1","7","17","0","0","2","12","6","47","4","3","1","0","0","0","0","1","0","24","0","0","0","0","1","10","88","3","180"
"2023","20180013","이록희","A2","14","42","2","5","10","29","6","43","6","10","6","2","0","0","0","0","0","24","1","1","0","0","6","10","92","3","200"
"2023","20120005","류재열","S1","22","69","29","42","17","67","9","80","1","3","4","6","0","0","0","0","0","19","3","19","7","0","8","16","102","3","11"
"2023","20120006","박건비",,"0","0","0","0","0","5","0","10","0","0","0","0","0","0",,"0","0","19","0","0","0","0",,,"78","3","61"
"2023","20120007","박민오","A1","21","67","19","28","22","61","15","84","7","2","1","1","0","0","0","0","0","19","0","14","5","0","3","16","95","3","121"
"2023","20070018","이재일","A3","19","60","0","0","4","7","7","18","7","23","12","7","0","0","0","0","0","14","0","0","0","0","11","25","90","3","257"
"2023","20120008","박철성","A1","22","64","18","28","19","58","9","72","9","4","4","0","0","0","0","1","0","19","1","16","1","0","5","17","95","3","123"
"2023","20170023","정태양","A1","20","63","1","2","2","5","6","14","7","17","15","15","0","0","0","0","0","23","0","1","0","0","4","5","96","3","69"
"2023","20170024","조주현","S1","19","57","3","5","15","32","13","54","9","4","6","7","0","0","0","0","0","23","1","2","0","0","5","28","99","3","34"
"2023","20180021","최석윤","S2","19","59","10","17","4","24","7","36","10","12","9","7","0","0","0","0","0","24","0","5","5","0","11","22","97","3","71"
"2023","20180022","허남열","B1","21","66","23","35","14","56","12","74","5","5","3","4","0","0","0","0","0","24","0","20","3","0","8","9","88","3","366"
"2023","20190001","강성욱","B1","3","7","4","57","2","86","1","100","0","0","0","0","0","0","0","0","0","25","0","3","1","0","1","1","89","3","98"
"2023","20190006","김용규","S1","20","61","17","28","11","46","16","72","8","6","1","1","0","0","1","1","0","25","3","12","2","0","2","13","100","3","21"
"2023","20030078","함명주","B2","20","62","2","3","3","8","7","19","4","19","16","11","0","0","0","0","0","10","0","2","0","0","1","14","85","3","481"
"2023","20030076","최종태","B3","12","38","0","0","0","0","0","0","8","10","10","9","0","0","0","0","1","10","0","0","0","0","2","7","84","3","503"
"2023","20160009","양승원","SS","20","61","38","62","13","84","5","92","3","1","0","1","0","0","0","0","0","22","4","17","17","0","2","23","104","3","3"
"2023","20030075","최원호","A3","21","64","0","0","5","8","8","20","16","7","14","14","0","0","0","0","0","10","0","0","0","0","1","13","90","3","264"
"2023","20030074","최부건","B1","22","70","21","30","14","50","18","76","9","3","2","3","0","0","0","0","0","10","3","15","3","0","1","8","88","3","365"
"2023","20030072","조영일","B3","21","63","2","3","7","14","10","30","11","11","8","14","0","0","0","0","0","10","0","2","0","0","2","10","84","3","446"
"2023","20030010","신익희","B3","13","39","2","5","5","18","17","62","8","3","3","1","0","0","0","0","0","10","0","2","0","0","0","11","84","3","406"
"2023","20030006","박인찬","A3","17","52","2","4","3","10","8","25","6","14","11","7","0","0","0","1","0","10","1","1","0","0","3","8","91","3","249"
"2023","20030005","김광석","A2","12","36","0","0","4","11","4","22","7","5","9","6","0","0","0","1","0","10","0","0","0","0","0","8","92","3","250"
"2023","20230008","성용환","B2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","0","0","0","0","0","0","86","0","538"
"2023","20030014","이성광","A3","18","52","6","12","11","33","4","40","4","7","7","11","0","0","0","2","0","10","4","1","1","0","0","4","91","3","212"
"2023","20080003","고요한","A2","20","57","8","14","4","21","11","40","8","3","11","10","0","0","1","0","1","15","2","3","3","0","7","14","91","3","219"
"2023","20080004","곽훈신","B1","20","60","22","37","16","63","6","73","10","1","4","1","0","0","0","0","0","15","1","20","1","0","5","14","89","3","354"
"2023","20080005","권성오","A3","20","62","1","2","5","10","2","13","17","12","11","14","0","0","0","0","0","15","0","1","0","0","6","17","90","3","277"
"2023","20080006","권영하","B3","0","0","0","7","0","28","0","38","0","0","0","0","0","0",,"0","0","15","0","0","0","0",,,"77","3","381"
"2023","20080021","이근우","B3","21","65","0","0","2","3","6","12","10","8","21","18","0","0","0","0","0","15","0","0","0","0","1","5","84","3","498"
"2023","20080023","이욱동","A2","10","31","17","55","8","81","3","90","0","0","2","0","0","0","1","1","0","15","11","3","3","0","2","7","92","3","322"
"2023","20090001","강대훈","B3","0","0","0","14","0","29","0","29","0","0","0","0","0","0",,"0","0","16","0","0","0","0",,,"73","3","496"
"2023","20080025","최대용","B2","21","64","8","13","16","38","12","56","5","9","5","9","0","0","0","0","0","15","0","6","2","0","4","19","86","3","404"
"2023","20080026","최유선","B3","21","63","0","0","1","2","2","5","4","10","25","21","0","0","0","0","0","15","0","0","0","0","1","8","83","3","525"
"2023","20080027","한상헌","B3","20","62","1","2","0","2","2","5","4","8","13","34","0","0","0","0","0","15","0","1","0","0","4","13","83","3","528"
"2023","20080028","황영근","A2","17","53","4","8","6","19","15","47","10","4","6","8","0","0","0","0","0","15","1","1","2","0","4","8","91","3","211"
"2023","20090002","구광규","B2","21","66","7","11","18","38","11","55","11","9","6","4","0","0","0","0","0","16","1","5","1","0","1","10","87","3","403"
"2023","20090004","김원정","S2","20","61","0","0","8","13","9","28","15","12","10","7","0","0","0","0","0","16","0","0","0","0","1","9","97","3","55"
"2023","20220013","안재용","A1","20","60","22","37","20","70","7","82","2","3","0","6","0","0","0","0","0","27","10","3","9","0","4","8","95","3","152"
"2023","20220014","이성록","A2","20","62","24","39","16","65","5","73","9","2","3","2","0","0","1","0","1","27","16","3","5","0","9","6","93","3","173"
"2023","20220015","이차현","A2","20","60","17","28","10","45","4","52","10","6","9","4","0","0","0","0","0","27","12","4","1","0","3","7","92","3","271"
"2023","20220016","임유섭","S2","21","65","26","40","15","63","5","71","5","4","6","4","0","0","0","0","0","27","20","2","4","0","3","14","98","3","80"
"2023","20230007","석혜윤","A1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","28","0","0","0","0","0","0","95","0","538"
"2023","20160008","박진철","A1","18","54","8","15","9","31","4","39","10","8","8","6","0","0","1","0","0","22","0","8","0","0","11","23","94","3","96"
"2023","20160007","김희준","S1","9","26","12","46","6","69","4","85","1","0","2","0","0","0","0","1","0","22","2","10","0","0","4","12","103","3","6"
"2023","20090015","윤건호","B2","21","67","1","1","7","12","11","28","18","12","10","7","0","0","0","1","0","16","1","0","0","0","4","24","85","3","441"
"2023","20090014","유경원","A1","20","61","12","20","9","34","10","51","7","7","7","7","0","0","1","0","0","16","0","10","2","0","9","25","94","3","112"
"2023","20090005","김주동","A1","18","54","11","20","15","48","12","70","8","5","1","2","0","0","0","0","0","16","0","11","0","0","21","26","94","3","150"
"2023","20070015","유연종","B1","21","64","19","30","9","44","15","67","7","7","4","3","0","0","0","0","0","14","2","13","4","0","5","16","88","3","370"
"2023","20070014","송현희","A3","20","62","11","18","13","39","7","50","5","7","5","13","0","0","1","0","0","14","3","6","2","0","3","7","90","3","197"
"2023","20070013","송영진","B3","17","52","0","0","2","4","6","15","10","7","13","14","0","0","0","0","0","14","0","0","0","0","4","7","84","3","494"
"2023","20000015","권정국","A3","21","63","3","5","4","11","7","22","7","15","16","11","0","0","0","0","0","7","0","2","1","0","3","12","90","3","243"
"2023","20010041","정춘현","B3","12","36","0","0","0","0","6","17","3","5","12","9","0","0","0","1","0","8","0","0","0","0","4","5","84","3","506"
"2023","20070012","박일영","B2","21","66","1","2","10","17","20","47","16","8","7","3","0","0","0","1","0","14","1","0","0","0","3","9","86","3","425"
"2023","20070011","문영윤","A3","18","56","16","29","7","41","7","54","6","7","5","8","0","0","0","0","0","14","3","12","1","0","1","3","90","3","324"
"2023","20070010","류성희","A2","21","64","2","3","13","23","13","44","14","9","6","6","0","0","0","1","0","14","0","1","1","0","8","14","92","3","199"
"2023","20180012","왕지현","S2","19","58","5","9","6","19","14","43","13","10","7","3","0","0","0","0","0","24","1","3","1","0","3","16","98","3","38"
"2023","20180011","오기호","A2","20","60","3","5","5","13","7","25","3","10","16","15","0","0","0","1","0","24","0","1","2","0","3","21","93","3","117"
"2023","20180010","심상훈","B1","21","63","23","37","18","65","8","78","5","2","3","4","0","0","0","0","0","24","4","12","7","0","3","8","89","3","360"
"2023","20170026","홍의철","S3","19","58","5","9","7","21","11","40","7","7","8","12","0","0","0","1","0","23","0","4","1","0","9","19","97","3","53"
"2023","20070008","김형모","A1","22","66","13","20","7","30","9","44","10","6","7","13","0","0","0","1","0","14","2","9","2","0","3","15","95","3","110"
"2023","20040001","고재성","B2","21","63","3","5","11","22","10","38","16","8","11","4","0","0","0","0","0","11","0","2","1","0","6","0","86","3","427"
"2023","20040002","공민규","A3","20","63","1","2","4","8","6","17","8","12","13","19","0","0","0","0","0","11","0","0","1","0","2","14","90","3","282"
"2023","20040003","공민우","A1","20","63","29","46","14","68","7","79","2","5","3","3","0","0","0","0","0","11","5","15","9","0","5","14","96","3","111"
"2023","20040005","기범석","B2","14","42","0","0","4","10","4","19","10","5","10","8","0","0","0","1","0","11","0","0","0","0","2","7","85","3","471"
"2023","20040006","김경환","A3","19","54","1","2","0","2","15","30","9","12","10","7","0","0","0","0","0","11","0","0","1","0","4","17","91","3","232"
"2023","20040007","김근영","A2","21","65","1","2","8","14","10","29","15","11","14","6","0","0","0","0","0","11","0","1","0","0","5","7","91","3","223"
"2023","20050065","최지윤","A3","6","18","1","6","0","6","1","11","4","4","4","4","0","0","0","0","0","12","0","1","0","0","1","10","90","3","274"
"2023","20040009","김민욱","B1","21","65","13","20","19","49","10","65","8","4","5","6","0","0","0","0","0","11","5","5","3","0","4","17","88","3","382"
"2023","20040010","김배영","A1","21","64","22","34","12","53","8","66","11","5","4","1","0","0","1","0","0","11","0","19","3","0","3","22","94","3","126"
"2023","20050064","최원재","B1","21","63","1","2","2","5","5","13","12","12","23","8","0","0","0","0","0","12","1","0","0","0","3","10","90","3","276"
"2023","20040012","김성수","B3","21","63","0","0","0","0","3","5","4","16","17","23","0","0","0","0","0","11","0","0","0","0","4","7","83","3","522"
"2023","20040014","김성용","B3","21","63","1","2","3","6","1","8","9","14","11","24","0","0","0","0","0","11","0","0","1","0","3","9","84","3","502"
"2023","20040018","김유승","A3","19","54","0","0","2","4","4","11","12","9","16","11","0","0","0","0","0","11","0","0","0","0","9","27","90","3","292"
"2023","20040022","김재웅","A2","22","65","25","38","5","46","2","49","3","11","13","6","0","0","0","0","0","11","6","13","6","0","1","9","91","3","325"
"2023","20050007","김주원","A3","20","56","7","13","13","36","8","50","7","7","8","6","0","0","0","0","0","12","1","4","2","0","2","10","91","3","315"
"2023","20050022","김태오","B3","12","32","0","0","1","3","0","3","3","8","12","6","0","0","1","2","0","12","0","0","0","0","1","3","83","3","511"
"2023","20050063","최영준","B3","18","55","0","0","3","5","5","15","10","15","13","8","0","0","0","1","0","12","0","0","0","0","4","18","84","3","478"
"2023","20050062","최성국","A1","19","59","18","31","12","51","6","61","10","2","4","6","0","0","0","1","0","12","0","13","5","0","5","11","93","3","142"
"2023","20070003","김명래","A3","21","63","1","2","5","10","9","24","10","10","14","14","0","0","0","0","0","14","0","1","0","0","0","17","90","3","268"
"2023","20070002","고종인","A2","21","65","8","12","11","29","18","57","12","10","4","2","0","0","0","0","0","14","1","5","1","1","2","7","93","3","174"
"2023","20070001","고재준","B1","22","68","25","37","10","51","3","56","5","5","8","12","0","0","0","0","0","14","18","3","4","0","2","9","90","3","330"
"2023","20000053","현병철","B3","0","0","0","0","0","0","0","40","0","0","0","0","0","0",,"0","0","7","0","0","0","0",,,"71","3","475"
"2023","20060035","하수용","A2","20","62","14","23","5","31","5","39","7","7","10","14","0","0","0","0","0","13","5","4","5","0","2","7","91","3","308"
"2023","20050061","채평주","B2","20","60","3","5","5","13","8","27","11","10","17","6","0","0","0","0","0","12","0","2","1","0","7","14","85","3","451"
"2023","20050060","차봉수","A3","18","54","9","17","2","20","14","46","6","9","5","8","0","0","1","1","0","12","0","7","2","0","3","14","90","3","191"
"2023","20060034","최순영","A2","11","33","4","12","8","36","3","45","9","1","3","4","0","0","1","0","0","13","0","2","2","0","3","9","91","3","198"
"2023","20060033","조봉희","B3","13","39","0","0","1","3","0","3","1","4","10","23","0","0","0","0","0","13","0","0","0","0","7","11","83","3","533"
"2023","20040039","박태호","B1","20","57","4","7","14","32","18","63","9","4","3","5","0","0","0","0","0","11","3","1","0","0","1","4","88","3","405"
"2023","20040040","박훈재","A2","18","57","4","7","5","16","15","42","11","11","3","6","0","0","0","1","1","11","0","4","0","0","4","24","93","3","195"
"2023","20040042","백장문","B2","21","62","1","2","6","11","13","32","16","11","6","9","0","0","0","0","0","11","0","1","0","0","4","6","86","3","437"
"2023","20040045","양희진","A3","21","63","0","0","2","3","5","11","8","20","16","12","0","0","0","0","0","11","0","0","0","0","3","7","90","3","287"
"2023","20040046","여동환","A3","19","56","21","38","12","59","4","66","3","2","6","7","0","0","0","1","0","11","12","7","2","0","0","6","90","3","348"
"2023","20040047","오진우","A3","21","63","2","3","1","5","5","13","8","15","14","17","0","0","0","1","0","11","0","2","0","0","3","6","90","3","284"
"2023","20040052","유상용","B2","16","47","3","6","4","15","6","28","5","11","5","12","0","0","0","1","0","11","1","1","1","0","1","4","85","3","462"
"2023","20040053","유승우","B3","21","64","1","2","1","3","4","9","7","11","22","18","0","0","0","0","0","11","0","1","0","0","1","10","84","3","507"
"2023","20040054","유주현","B2","21","63","2","3","5","11","13","32","10","14","5","12","0","0","0","1","1","11","0","2","0","0","6","16","86","3","445"
"2023","20040066","이창용","A3","21","62","1","2","2","5","8","18","10","10","10","20","0","0","0","0","0","11","0","1","0","0","2","14","90","3","290"
"2023","20040069","이현재","B3","11","33","0","0","0","0","2","6","4","6","12","9","0","0","0","0","0","11","0","0","0","0","2","5","80","3","504"
"2023","20040071","이희석","B3","5","12","0","0","0","0","0","0","0","0","4","8","0","0","0","0","0","11","0","0","0","0","2","8","77","3","535"
"2023","20050016","김용묵","B3","21","64","0","0","3","5","8","17","11","9","18","14","0","0","1","0","0","12","0","0","0","0","0","9","83","3","493"
"2023","20050017","김일규","A3","18","57","5","9","4","16","10","33","8","10","8","10","0","0","1","2","0","12","0","5","0","0","1","7","90","3","221"
"2023","20050018","김종성","B2","20","60","1","2","4","8","10","25","16","11","9","8","0","0","0","0","1","12","0","0","1","0","4","10","85","3","447"
"2023","20210016","이인우","A1","18","55","4","7","17","38","8","53","8","8","7","3","0","0","0","0","0","26","0","3","1","0","5","21","94","3","187"
"2023","20210015","윤우신","A2","19","57","13","23","10","40","13","63","3","4","7","6","0","0","1","0","0","26","4","6","3","0","6","11","92","3","170"
"2023","20210014","윤승규","A3","19","59","1","2","6","12","5","20","15","10","4","16","0","0","0","2","0","26","0","1","0","0","6","13","90","3","252"
"2023","20210013","배수철","A1","19","53","13","25","18","58","5","68","3","5","5","3","0","0","1","0","0","26","4","4","5","0","7","15","94","3","130"
"2023","20210012","배석현","B2","20","58","16","28","14","52","10","69","8","3","3","2","0","0","1","1","0","26","7","4","5","0","7","18","87","3","378"
"2023","20210010","박찬수","B1","17","53","0","0","4","8","3","13","11","6","13","16","0","0","0","0","0","26","0","0","0","0","4","7","90","3","297"
"2023","20210009","박지웅","A3","20","63","0","0","6","10","8","22","15","10","10","13","0","0","0","0","0","26","0","0","0","0","5","14","90","3","256"
"2023","20210008","박종태","A2","20","61","7","11","13","33","7","44","6","9","8","11","0","0","0","0","0","26","5","0","2","0","4","12","93","3","204"
"2023","20210007","김준빈","B1","21","63","11","17","19","48","16","73","8","4","4","0","0","0","0","1","0","26","0","8","3","0","3","4","88","3","379"
"2023","20170025","한재호","A2","19","56","3","5","10","23","6","34","13","8","10","6","0","0","0","0","0","23","0","3","0","0","11","12","92","3","217"
"2023","20130003","김범준","A3","20","61","2","3","9","18","6","28","13","8","10","12","0","0","1","0","0","20","1","0","1","0","2","8","90","3","229"
"2023","20130002","김동훈","A1","12","34","15","44","6","62","5","76","2","2","2","2","0","0","0","0","0","20","5","6","4","0","2","9","96","3","94"
"2023","20130001","김규윤","B3","21","64","0","0","2","3","14","25","12","12","12","12","0","0","0","0","0","20","0","0","0","0","2","9","84","3","468"
"2023","20120023","황승호","S1","20","59","14","24","16","51","15","76","8","2","3","0","0","0","0","1","0","19","0","13","1","0","7","18","101","3","12"
"2023","20120022","최창훈","A2","17","55","10","18","8","33","12","55","9","9","2","4","0","0","1","0","0","19","1","7","2","0","10","27","93","3","178"
"2023","20120021","최근영","A2","20","64","8","13","21","45","12","64","9","4","5","2","0","0","1","1","1","19","0","6","2","0","8","28","93","3","162"
"2023","20120019","정재원","S1","21","64","8","13","22","47","18","75","9","4","2","1","0","0","0","0","0","19","0","7","1","0","3","21","101","3","18"
"2023","20120017","이  효","B2","7","21","0","0","0","0","0","0","3","3","5","10","0","0","0","0","0","19","0","0","0","0","0","5","85","3","314"
"2023","20060032","전장윤","A2","20","59","1","2","3","7","12","27","10","11","12","8","0","0","0","1","0","13","0","1","0","0","1","13","91","3","245"
"2023","20060031","임영완","A3","21","64","29","45","11","63","3","67","3","1","6","10","0","0","0","1","0","13","16","5","8","0","1","3","91","3","332"
"2023","20060030","임규태","B2","13","38","2","5","4","16","6","32","5","9","9","2","0","0","0","1","0","13","0","2","0","0","1","9","87","3","433"
"2023","20060029","이승현","B1","21","63","15","24","7","35","4","41","3","10","10","14","0","0","0","0","0","13","0","13","2","0","5","14","89","3","329"
"2023","20210006","김주석","S3","20","62","17","27","13","48","8","61","5","4","7","8","0","0","0","0","0","26","1","14","2","0","8","24","97","3","86"
"2023","20210005","김영수","S1","19","58","12","21","18","52","12","72","3","8","1","4","0","0","0","0","0","26","0","12","0","0","6","24","101","3","20"
"2023","20210004","김영석","B1","20","61","0","0","1","2","5","10","10","15","11","18","0","0","0","1","0","26","0","0","0","0","2","15","90","3","302"
"2023","20210003","김범중","B2","15","45","2","4","10","27","12","53","6","7","2","5","0","0","1","0","0","26","0","2","0","0","13","24","85","3","415"
"2023","20190021","한탁희","A1","20","61","0","0","3","5","9","20","5","7","19","18","0","0","0","0","0","25","0","0","0","0","2","4","96","3","79"
"2023","20150013","권혁진","A1","19","58","1","2","0","2","4","9","5","22","12","13","0","0","0","0","1","21","0","1","0","0","7","15","96","3","76"
"2023","20150005","강형묵","B1","17","49","0","0","2","4","2","8","7","9","19","8","0","0","1","1","0","21","0","0","0","0","6","13","88","3","300"
"2023","20150004","정하늘","S1","21","65","22","34","15","57","8","69","5","8","3","3","0","0","1","0","0","21","3","14","5","0","11","25","100","3","14"
"2023","20150003","이광민","B1","18","51","9","18","10","37","5","47","7","6","6","8","0","0","0","0","0","21","7","1","1","0","2","10","88","3","419"
"2023","20150002","배정현","A1","19","58","24","41","12","62","2","66","5","4","5","6","0","0","0","0","0","21","1","22","1","0","11","25","96","3","105"
"2023","20190020","전준영","A1","11","33","4","12","8","36","7","58","8","1","1","3","0","0","0","1","0","25","0","3","1","0","1","8","94","3","168"
"2023","20080020","우성식","A2","20","61","11","18","14","41","7","52","3","10","5","10","0","0","0","1","0","15","0","10","1","0","7","14","93","3","184"
"2023","20190018","임채빈","SS","20","60","60","100","0","100","0","100","0","0","0","0","0","0","0","0","0","25","26","28","6","0","5","12","105","3","1"
"2023","20110018","정재완","S2","20","61","4","7","13","28","14","51","15","9","3","2","0","0","0","1","0","18","0","4","0","0","3","20","99","3","32"
"2023","20110019","조  택","A3","18","57","0","0","4","7","3","12","11","16","15","7","0","0","0","1","0","18","0","0","0","0","7","18","91","3","267"
"2023","20120002","김기범","A3","20","60","0","0","0","0","6","10","13","18","12","9","0","0","0","2","0","19","0","0","0","0","2","7","90","3","278"
"2023","20190012","노형균","S3","21","59","26","44","13","66","4","73","5","4","2","4","0","0","0","1","0","25","10","6","10","0","3","10","97","3","109"
"2023","20190013","안창진","S1","21","63","15","24","21","57","9","71","6","5","4","3","0","0","0","0","0","25","1","10","4","0","1","16","101","3","17"
"2023","20190014","유다훈","S3","19","58","28","48","12","69","5","78","4","3","3","3","0","0","0","0","0","25","2","18","8","0","11","27","96","3","119"
"2023","20210001","강동규","S3","15","48","21","44","8","60","6","73","3","2","2","6","0","0","0","0","0","26","7","8","6","0","7","11","97","3","102"
"2023","20220006","김옥철","S2","21","62","29","47","10","63","9","77","4","4","4","1","0","0","1","0","0","27","13","6","10","0","3","17","98","3","95"
"2023","20220007","김우겸","S2","21","63","22","35","11","52","10","68","4","5","6","5","0","0","0","0","0","27","11","4","7","0","6","20","98","3","73"
"2023","20220008","김한울","A3","21","63","26","41","12","60","9","75","7","4","4","0","0","0","0","1","0","27","15","2","9","0","4","16","90","3","344"
"2023","20220009","김홍일","S3","20","61","34","56","9","70","8","84","4","2","2","2","0","0","0","0","0","27","18","12","4","0","2","15","97","3","136"
"2023","20220010","박경호","S1","20","62","16","26","17","53","13","74","5","4","5","2","0","0","0","0","0","27","7","3","6","0","3","10","100","3","44"
"2023","20220011","박민철","B3","2","4","2","50","1","75","0","75","0","1","0","0","0","0","0","0","0","27","2","0","0","0","0","0","80","3","342"
"2023","20220012","손경수","S1","21","65","30","46","9","60","11","77","6","4","3","1","0","0","0","1","0","27","18","4","8","0","2","18","100","3","33"
