BASE_YEAR,PLAYER_NO,PLAYER_NM,PLAYER_GRAD_NM,PRACE_TME_CO,PRACE_DE_CO,N1R_NCNT,N1R_VICTRY_RT,N2R_NCNT,YUNDAE_RT,N3R_NCNT,THREE_YUNDAE_RT,N4R_NCNT,N5R_NCNT,N6R_NCNT,N7R_NCNT,N8R_NCNT,N9R_NCNT,DSQLFC_CO,FELOFF_ABANDN_VALUE,DEFECT_ABANDN_VALUE,PN_AFLTION_NM,PRECDNG_N1CK_NCNT,OVRTK_N1CK_NCNT,EXCD_N1CK_NCNT,DEFNS_N1CK_NCNT,WARN_NCNT,ATENT_NCNT,EVL_SCORE,GEAR_MULTIP_VALUE,TOT_RANK_CO
"2009","20070021","정  승","A2","12","36","3","8","5","22","4","33","7","4","4","9","0","0","0","0","0","14/1",,,,,,,,,
"2009","20070022","정성은","A3","19","59","13","22","12","42","5","51","7","9","7","5","0","0","0","1","0","14/1",,,,,,,,,
"2009","20070023","정현호","A1","17","51","15","29","9","47","5","57","4","5","5","7","0","0","1","0","0","14/1",,,,,,,,,
"2009","20070024","조봉철","S1","17","49","11","22","15","53","7","67","5","4","1","5","0","0","1","0","0","14/1",,,,,,,,,
"2009","20070025","조재호","A1","18","53","14","26","14","53","10","72","3","5","4","2","0","0","1","0","0","14/1",,,,,,,,,
"2009","20070026","조준수",,"16","48","15","31","4","40","9","58","5","3","9","3","0","0","0","0","0","14/1",,,,,,,,,
"2009","20070027","최병일","S3","18","52","16","31","8","46","10","65","6","4","3","3","0","0","1","1","0","14/1",,,,,,,,,
"2009","20080001","강재원","A1","19","57","17","30","14","54","8","68","8","2","7","1","0","0","0","0","0","15/1",,,,,,,,,
"2009","20080002","강철호","B1","17","51","15","29","7","43","7","57","3","9","6","4","0","0","0","0","0","15/1",,,,,,,,,
"2009","20080003","고요한","S2","18","53","17","32","9","49","5","58","4","8","4","5","0","0","1","1","0","15/1",,,,,,,,,
"2009","20080004","곽훈신","A3","18","55","9","16","17","47","11","67","6","6","5","1","0","0","0","0","0","15/1",,,,,,,,,
"2009","20080005","권성오","A2","18","53","18","34","7","47","8","62","4","5","2","9","0","0","0","0","0","15/1",,,,,,,,,
"2009","20080006","권영하","B1","14","40","8","20","10","45","9","68","7","1","3","1","0","0","1","0","0","15/1",,,,,,,,,
"2009","20080007","김성호","S3","19","53","11","21","10","40","6","51","5","5","7","8","0","0","1","0","0","15/1",,,,,,,,,
"2009","20080009","김정태","A1","19","58","27","47","14","71","3","76","8","2","3","1","0","0","0","0","0","15/1",,,,,,,,,
"2009","20080010","김종현","A1","15","44","11","25","12","52","6","66","5","4","4","1","0","0","1","0","0","15/1",,,,,,,,,
"2009","20080011","나선운","A3","10","29","13","45","7","69","4","83","3","2","0","0","0","0","0","0","0","15/1",,,,,,,,,
"2009","20080012","류재민","S2","18","56","23","41","7","54","8","68","5","5","3","5","0","0","0","0","0","15/1",,,,,,,,,
"2009","20080014","박대한","A1","18","52","12","23","9","40","8","56","6","6","5","4","0","0","0","2","0","15/1",,,,,,,,,
"2009","20080015","박상훈","A1","19","55","9","16","11","36","14","62","5","2","5","8","0","0","0","1","0","15/1",,,,,,,,,
"2009","20080016","박진홍","A2","18","56","16","29","9","45","7","57","7","4","5","7","0","0","1","0","0","15/1",,,,,,,,,
"2009","20080017","손동진","S3","18","53","17","32","10","51","9","68","5","5","1","6","0","0","0","0","0","15/1",,,,,,,,,
"2009","20080019","오기현","A3","19","55","7","13","16","42","14","67","6","6","3","2","0","0","0","1","0","15/1",,,,,,,,,
"2009","20080020","우성식","S3","20","59","18","31","8","44","4","51","4","10","5","9","0","0","1","0","0","15/1",,,,,,,,,
"2009","20080021","이근우","A3","18","53","10","19","7","32","6","43","9","8","5","8","0","0","0","0","0","15/1",,,,,,,,,
"2009","20080022","이민우","A1","13","36","13","36","11","67","2","72","1","1","4","2","0","0","2","1","0","15/1",,,,,,,,,
"2009","20080023","이욱동","S1","18","54","35","65","7","78","6","89","2","1","2","0","0","0","0","1","0","15/1",,,,,,,,,
"2009","20080024","정재민","A2","17","50","13","26","11","48","6","60","4","4","5","4","0","0","2","2","0","15/1",,,,,,,,,
"2009","20080025","최대용","S3","19","54","16","30","7","43","6","54","9","0","7","7","0","0","2","0","0","15/1",,,,,,,,,
"2009","20080026","최유선","B1","18","53","17","32","1","34","0","34","5","9","8","12","0","0","1","0","0","15/1",,,,,,,,,
"2009","20080027","한상헌","B2","16","48","7","15","11","38","8","54","6","3","5","6","0","0","2","0","0","15/1",,,,,,,,,
"2009","20080028","황영근","A2","18","53","6","11","16","42","13","66","9","2","4","2","0","0","0","1","0","15/1",,,,,,,,,
"2009","20090001","강대훈","A3","2","6","4","67","0","67","0","67","0","0","0","2","0","0","0","0","0","16/1",,,,,,,,,
"2009","20090002","구광규","A3","2","6","2","33","2","67","1","83","0","0","0","1","0","0","0","0","0","16/1",,,,,,,,,
"2009","20090003","김승영","A1","1","5","4","80","1","100","0","100","0","0","0","0","0","0","0","0","0","16/3",,,,,,,,,
"2009","20090004","김원정","S3","2","6","3","50","0","50","1","67","1","1","0","0","0","0","0","0","0","16/1",,,,,,,,,
"2009","20090005","김주동","S3","2","6","3","50","0","50","1","67","1","0","1","0","0","0","0","0","0","16/1",,,,,,,,,
"2009","20090006","김지훈","A2","2","6","4","67","1","83","1","100","0","0","0","0","0","0","0","0","0","16/2",,,,,,,,,
"2009","20090007","김철민","B2","1","3","1","33","0","33","0","33","1","0","1","0","0","0","0","0","0","16/2",,,,,,,,,
"2009","20090008","문승기","A2","2","6","3","50","2","83","1","100","0","0","0","0","0","0","0","0","0","16/3",,,,,,,,,
"2009","20090009","박성현","S2","2","6","2","33","3","83","0","83","0","1","0","0","0","0","0","0","0","16/1",,,,,,,,,
"2009","20090010","박정환","A3","2","6","0","0","1","17","1","33","1","2","1","0","0","0","0","0","0","16/2",,,,,,,,,
"2009","20090012","손용호","A2","2","6","2","33","4","100","0","100","0","0","0","0","0","0","0","0","0","16/3",,,,,,,,,
"2009","20090013","양희천","S1","2","6","5","83","0","83","1","100","0","0","0","0","0","0","0","0","0","16/3",,,,,,,,,
"2009","20090014","유경원","B1","2","6","0","0","1","17","0","17","2","0","1","1","0","0","1","1","0","16/3",,,,,,,,,
"2009","20090015","윤건호","B3","2","6","0","0","0","0","3","50","0","0","2","1","0","0","0","0","0","16/3",,,,,,,,,
"2009","20090016","이명현","S1","2","6","4","67","2","100","0","100","0","0","0","0","0","0","0","0","0","16/1",,,,,,,,,
"2009","20090017","이성용","S3","2","6","3","50","1","67","0","67","1","0","1","0","0","0","0","0","0","16/1",,,,,,,,,
"2009","20090018","이재우","A1","2","6","5","83","1","100","0","100","0","0","0","0","0","0","0","0","0","16/2",,,,,,,,,
"2009","20090019","이주하","A1","2","6","4","67","2","100","0","100","0","0","0","0","0","0","0","0","0","16/2",,,,,,,,,
"2009","20090020","이현구","S2","2","6","4","67","1","83","0","83","0","1","0","0","0","0","0","0","0","16/1",,,,,,,,,
"2009","20090021","임환직","B1","2","4","1","25","1","50","1","75","0","0","0","0","0","0","1","0","0","16/3",,,,,,,,,
"2009","20090022","장경동","A2","2","6","1","17","5","100","0","100","0","0","0","0","0","0","0","0","0","16/2",,,,,,,,,
"2009","20090023","전종헌","A2","2","6","2","33","1","50","0","50","0","2","0","1","0","0","0","0","0","16/1",,,,,,,,,
"2009","20090024","정동완","A2","2","6","5","83","0","83","0","83","0","1","0","0","0","0","0","0","0","16/2",,,,,,,,,
"2009","20090025","정연교","A3","2","6","1","17","3","67","2","100","0","0","0","0","0","0","0","0","0","16/2",,,,,,,,,
"2009","20090026","정윤건","A3","2","6","2","33","0","33","1","50","0","0","0","3","0","0","0","0","0","16/3",,,,,,,,,
"2009","20090027","조용현","A1","2","6","1","17","2","50","2","83","1","0","0","0","0","0","0","0","0","16/1",,,,,,,,,
"2009","20090028","주윤호","A2","2","6","4","67","2","100","0","100","0","0","0","0","0","0","0","0","0","16/2",,,,,,,,,
"2009","20090029","최근식","A3","2","6","3","50","1","67","1","83","0","0","0","1","0","0","0","0","0","16/3",,,,,,,,,
"2009","20090030","최성우","A3","2","6","0","0","1","17","1","33","1","1","1","1","0","0","0","0","0","16/2",,,,,,,,,
"2009","20030036","김명중","B1","18","51","3","6","4","14","12","37","6","9","8","9","0","0","0","0","0","10/2",,,,,,,,,
"2009","20040041","박희운","A2","16","45","9","20","9","40","5","51","3","2","9","7","0","0","0","1","0","11/1",,,,,,,,,
"2009","20010010","김용진","B2","17","47","6","13","8","30","6","43","5","6","6","9","0","0","1","0","0","8/1",,,,,,,,,
"2009","20010008","김영일","A2","19","56","1","2","5","11","10","29","11","11","9","8","0","0","0","1","0","8/1",,,,,,,,,
"2009","20010007","김영섭","S2","13","38","18","47","10","74","3","82","2","4","1","0","0","0","0","0","0","8/1",,,,,,,,,
"2009","20010006","김성우","B2","19","58","4","7","18","38","6","48","9","7","8","5","0","0","0","0","1","8/1",,,,,,,,,
"2009","20010004","김민철","S1","15","45","36","80","4","89","2","93","1","0","0","2","0","0","0","0","0","8/1",,,,,,,,,
"2009","20010003","김덕찬","A2","19","52","13","25","4","33","2","37","5","8","10","8","0","0","2","0","0","8/1",,,,,,,,,
"2009","20010002","고병수","A1","19","57","0","0","5","9","15","35","15","5","12","5","0","0","0","0","0","8/1",,,,,,,,,
"2009","20000054","정언열","A2","19","57","8","14","6","25","10","42","14","8","8","3","0","0","0","0","0","7/1",,,,,,,,,
"2009","20000053","현병철","S2","18","53","11","21","16","51","4","58","9","6","4","3","0","0","0","0","0","7/1",,,,,,,,,
"2009","20000048","이창희","S3","19","56","11","20","9","36","6","46","9","7","6","8","0","0","0","0","0","7/1",,,,,,,,,
"2009","20000047","엄재천","B2","18","52","3","6","8","21","7","35","8","12","8","5","0","0","1","1","0","7/1",,,,,,,,,
"2009","20000046","권언호","B2","19","57","10","18","10","35","8","49","5","11","10","3","0","0","0","0","0","7/1",,,,,,,,,
"2009","20000044","유일선","S3","18","52","12","23","5","33","9","50","4","6","7","6","0","0","2","1","0","7/1",,,,,,,,,
"2009","20000043","이유진","S2","18","54","4","7","9","24","12","46","6","8","7","8","0","0","0","0","0","7/1",,,,,,,,,
"2009","20000038","임형윤","A3","19","56","0","0","4","7","9","23","14","14","11","4","0","0","0","0","0","7/1",,,,,,,,,
"2009","20000036","노하승","B3","17","47","0","0","1","2","7","17","10","9","11","9","0","0","0","0","0","7/1",,,,,,,,,
"2009","20000035","최병길","S2","20","59","20","34","6","44","5","53","7","4","12","5","0","0","0","0","0","7/1",,,,,,,,,
"2009","20000034","정찬건","A2","19","55","4","7","12","29","11","49","8","6","6","8","0","0","0","0","0","7/1",,,,,,,,,
"2009","20000030","김기욱","A2","18","51","5","10","8","25","7","39","13","9","4","4","0","0","1","1","0","7/1",,,,,,,,,
"2009","20000029","이흥주","A1","19","58","12","21","18","52","9","67","5","7","4","3","0","0","0","0","0","7/1",,,,,,,,,
"2009","20000028","이정민","S3","18","56","8","14","6","25","13","48","9","13","2","5","0","0","0","0","0","7/1",,,,,,,,,
"2009","20000026","고광종","A2","18","52","4","8","14","35","9","52","7","7","5","3","0","0","1","3","0","7/1",,,,,,,,,
"2009","20000024","김광진","A2","19","57","2","4","6","14","11","33","13","6","9","10","0","0","0","0","0","7/1",,,,,,,,,
"2009","20000022","조영소","A2","19","58","2","3","4","10","14","34","9","15","7","7","0","0","0","0","0","7/1",,,,,,,,,
"2009","20000020","정  관","A1","18","50","12","24","13","50","9","68","7","4","3","0","0","0","2","0","0","7/1",,,,,,,,,
"2009","20000018","이규봉","A1","19","58","9","16","9","31","6","41","10","12","6","6","0","0","0","0","0","7/1",,,,,,,,,
"2009","20000015","권정국","S3","19","57","18","32","15","58","4","65","2","3","3","12","0","0","0","0","0","7/1",,,,,,,,,
"2009","20000010","안성민","A2","13","39","7","18","6","33","9","56","5","3","3","6","0","0","0","0","0","7/1",,,,,,,,,
"2009","20000009","오성균","A3","19","54","1","2","4","9","14","35","13","13","5","3","0","0","0","1","0","7/1",,,,,,,,,
"2009","20000005","김상민","B1","15","45","4","9","16","44","8","62","3","5","8","1","0","0","0","0","0","7/1",,,,,,,,,
"2009","20000004","김영규","A3","19","58","16","28","5","36","7","48","11","9","4","6","0","0","0","0","0","7/1",,,,,,,,,
"2009","20000002","최용진","S2","18","53","10","19","11","40","10","58","8","9","1","4","0","0","0","0","0","7/1",,,,,,,,,
"2009","19990043","이한성","A2","18","54","10","19","8","33","9","50","8","8","4","7","0","0","0","0","0","6/1",,,,,,,,,
"2009","19990041","강동국","A3","18","50","5","10","4","18","8","34","11","4","10","7","0","0","0","1","0","6/1",,,,,,,,,
"2009","19990040","김진수","A3","19","55","10","18","7","31","5","40","5","10","8","9","0","0","1","0","0","6/1",,,,,,,,,
"2009","19990032","민상호","A2","18","57","10","18","10","35","10","53","12","5","5","4","0","0","0","1","0","6/1",,,,,,,,,
"2009","19990028","윤영수","A1","17","50","9","18","4","26","8","42","10","6","9","2","0","0","0","2","0","6/1",,,,,,,,,
"2009","19990026","박진우","A1","19","55","13","24","5","33","8","47","8","5","10","5","0","0","0","1","0","6/1",,,,,,,,,
"2009","19990024","조왕우","A3","17","49","8","16","10","37","4","45","12","3","7","4","0","0","1","0","0","6/1",,,,,,,,,
"2009","19990017","김지은","B1","19","56","0","0","2","4","9","20","11","15","10","8","0","0","0","1","0","6/1",,,,,,,,,
"2009","19990016","곽광상","A3","18","54","1","2","7","15","12","37","8","8","8","10","0","0","0","0","0","6/1",,,,,,,,,
"2009","19990013","한지혁","B2","17","51","4","8","12","31","5","41","8","5","10","7","0","0","0","0","0","6/1",,,,,,,,,
"2009","19990011","정영훈","A3","17","51","11","22","4","29","3","35","7","5","8","12","0","0","1","0","0","6/1",,,,,,,,,
"2009","19990010","정점식","S3","20","59","9","15","12","36","9","51","12","6","7","2","0","0","0","2","0","6/1",,,,,,,,,
"2009","19990008","박종현","S3","19","56","13","23","11","43","3","48","10","6","6","6","0","0","1","0","0","6/1",,,,,,,,,
"2009","19990007","송대호","S3","15","43","11","26","6","40","4","49","5","8","6","3","0","0","0","0","0","6/1",,,,,,,,,
"2009","19990006","지성환","S2","20","59","14","24","5","32","9","47","10","9","5","6","0","0","0","1","0","6/1",,,,,,,,,
"2009","19980046","이동기","B1","19","54","8","15","6","26","11","46","6","7","6","8","0","0","2","0","0","5/1",,,,,,,,,
"2009","19980044","주효진","A1","18","54","7","13","4","20","8","35","8","10","8","8","0","0","0","1","0","5/1",,,,,,,,,
"2009","19980035","임  섭","A2","19","56","2","4","10","21","14","46","12","10","4","4","0","0","0","0","0","5/1",,,,,,,,,
"2009","19980031","여민호","S2","20","60","3","5","12","25","17","53","13","10","4","1","0","0","0","0","0","5/1",,,,,,,,,
"2009","19980027","강병철","A1","16","48","5","10","9","29","7","44","10","8","6","3","0","0","0","0","0","5/1",,,,,,,,,
"2009","19980024","정성오","A2","19","58","8","14","3","19","10","36","10","9","12","6","0","0","0","0","0","5/1",,,,,,,,,
"2009","19980023","서인원","A2","18","55","5","9","14","35","12","56","9","3","7","4","0","0","0","1","0","5/1",,,,,,,,,
"2010","20070010","류성희","S2","18","52","13","25","7","38","7","52","8","5","8","2","0","0","0","2","0","14/1",,,,,,,,,
"2010","20080012","류재민","S1","17","50","8","16","14","44","9","62","2","4","6","7","0","0","0","0","0","15/1",,,,,,,,,
"2010","19940020","허은회","S3","19","58","17","29","14","53","10","71","6","5","4","2","0","0","0","0","0","1/1",,,,,,,,,
"2010","19940031","김용대","A3","19","57","2","4","5","12","11","32","12","7","9","11","0","0","0","0","0","1/1",,,,,,,,,
"2010","19940050","서우승","B2","18","51","5","10","5","20","7","33","7","7","5","14","0","0","0","1","0","1/1",,,,,,,,,
"2010","19940051","신양우","A2","16","49","9","18","15","49","8","65","8","2","2","2","0","0","3","0","0","1/1",,,,,,,,,
"2010","19940083","신용수","A2","18","55","4","7","10","25","12","47","11","9","6","3","0","0","0","0","0","1/3",,,,,,,,,
"2010","19940093","장보규","A1","17","50","1","2","17","36","9","54","4","2","10","7","0","0","0","0","0","1/3",,,,,,,,,
"2010","19940102","신우삼","S3","20","56","17","30","8","45","4","52","10","6","6","1","0","0","1","1","2","1/3",,,,,,,,,
"2010","19950008","박재청","B2","19","55","3","5","7","18","7","31","9","14","7","7","0","0","1","0","0","2/1",,,,,,,,,
"2010","19950014","현정운","B1","19","57","5","9","4","16","8","30","12","12","8","8","0","0","0","0","0","2/1",,,,,,,,,
"2010","19950015","김창규","A3","18","51","5","10","12","33","5","43","6","7","5","9","0","0","2","1","0","2/1",,,,,,,,,
"2010","19950029","임권빈","A2","18","56","9","16","9","32","13","55","4","2","9","9","0","0","0","1","0","2/1",,,,,,,,,
"2010","19950030","이경태","B1","17","51","8","16","12","39","10","59","3","7","6","4","0","0","0","1","0","2/1",,,,,,,,,
"2010","19950051","정성기","A2","18","53","10","19","14","45","7","58","9","5","3","4","0","0","1","0","0","2/1",,,,,,,,,
"2010","19950053","정덕이","A1","18","54","4","7","9","24","7","37","9","9","9","6","0","0","0","1","0","2/1",,,,,,,,,
"2010","19950069","최항진","A3","18","53","13","25","14","51","8","66","8","4","2","3","0","0","0","1","0","2/1",,,,,,,,,
"2010","19960002","김우병","B1","19","57","8","14","10","32","8","46","8","12","5","6","0","0","0","0","0","3/1",,,,,,,,,
"2010","19960024","용석길","A3","18","55","0","0","7","13","7","25","18","11","8","3","0","0","0","1","0","3/1",,,,,,,,,
"2010","19960034","최수용","B2","19","57","2","4","7","16","9","32","16","16","5","2","0","0","0","0","0","3/1",,,,,,,,,
"2010","19960041","임병창","B1","16","46","11","24","6","37","6","50","9","3","7","3","0","0","0","1","0","3/1",,,,,,,,,
"2010","19970002","주광일","S2","16","46","11","24","6","37","5","48","9","6","0","6","0","0","2","1","0","4/1",,,,,,,,,
"2010","19970006","윤진철","S1","16","47","13","28","7","43","4","51","7","7","5","2","0","0","1","1","0","4/1",,,,,,,,,
"2010","19970010","남태희","B1","19","56","1","2","3","7","6","18","12","9","16","9","0","0","0","0","0","4/1",,,,,,,,,
"2010","19970015","김규봉","A2","17","51","5","10","11","31","12","55","7","7","5","3","0","0","1","0","0","4/1",,,,,,,,,
"2010","19970016","홍미웅","A1","17","50","3","6","8","22","11","44","10","9","7","2","0","0","0","0","0","4/1",,,,,,,,,
"2010","19970020","배학성","A1","18","53","17","32","12","55","8","70","6","3","1","4","0","0","2","0","0","4/1",,,,,,,,,
"2010","19970046","박동수","A2","12","35","9","26","10","54","4","66","4","4","2","1","0","0","0","1","0","4/1",,,,,,,,,
"2010","19970053","신영극","A2","17","51","9","18","9","35","7","49","7","7","5","6","0","0","1","1","0","4/1",,,,,,,,,
"2010","19980001","서동방","B2","17","52","4","8","3","13","14","40","9","6","5","10","0","0","1","0","0","5/1",,,,,,,,,
"2010","19980013","박창순","A3","19","57","4","7","8","21","13","44","2","12","12","6","0","0","0","0","0","5/1",,,,,,,,,
"2010","19980022","김경태","A2","19","57","7","12","9","28","14","53","12","9","3","3","0","0","0","0","0","5/1",,,,,,,,,
"2010","19980023","서인원","B1","19","58","1","2","3","7","12","28","11","15","7","9","0","0","0","0","0","5/1",,,,,,,,,
"2010","19980024","정성오","B2","19","57","1","2","3","7","4","14","14","8","8","19","0","0","0","0","0","5/1",,,,,,,,,
"2010","19980027","강병철","A1","16","46","11","24","8","41","6","54","8","9","2","1","0","0","1","0","0","5/1",,,,,,,,,
"2010","19980031","여민호","S2","18","54","2","4","8","19","17","50","8","10","5","4","0","0","0","0","0","5/1",,,,,,,,,
"2010","19980035","임  섭","A3","19","55","2","4","11","24","11","44","11","8","6","5","0","0","1","1","0","5/1",,,,,,,,,
"2010","19980044","주효진","A1","18","54","7","13","6","24","9","41","11","9","7","5","0","0","0","0","0","5/1",,,,,,,,,
"2010","19980046","이동기","B1","20","62","3","5","6","15","7","26","12","10","15","9","0","0","0","0","0","5/1",,,,,,,,,
"2010","19990006","지성환","S3","19","56","10","18","6","29","10","46","6","14","8","2","0","0","0","0","0","6/1",,,,,,,,,
"2010","19990007","송대호","A1","17","50","1","2","6","14","8","30","13","9","8","5","0","0","0","0","0","6/1",,,,,,,,,
"2010","19990008","박종현","S3","17","49","8","16","12","41","5","51","3","8","5","7","0","0","1","0","0","6/1",,,,,,,,,
"2010","19990010","정점식","S2","19","56","4","7","9","23","18","55","8","7","7","2","0","0","0","1","0","6/1",,,,,,,,,
"2010","19990011","정영훈","A2","19","55","13","24","9","40","1","42","5","12","6","8","0","0","1","0","0","6/1",,,,,,,,,
"2010","19990013","한지혁","B3","18","56","0","0","9","16","9","32","12","13","8","4","0","0","0","1","0","6/1",,,,,,,,,
"2010","19990016","곽광상","B1","19","59","5","8","6","19","7","31","8","13","10","9","0","0","0","1","0","6/1",,,,,,,,,
"2010","19990017","김지은","A3","18","53","9","17","9","34","6","45","8","7","7","7","0","0","0","0","0","6/1",,,,,,,,,
"2010","19990024","조왕우","B2","16","48","3","6","9","25","6","38","6","9","10","4","0","0","0","0","1","6/1",,,,,,,,,
"2010","19990026","박진우","S3","18","56","18","32","6","43","6","54","4","7","6","8","0","0","0","1","0","6/1",,,,,,,,,
"2010","19990028","윤영수","A2","17","47","10","21","10","43","7","57","8","3","2","5","0","0","2","0","0","6/1",,,,,,,,,
"2010","19990032","민상호","A2","17","54","6","11","14","37","5","46","6","10","6","6","0","0","0","1","0","6/1",,,,,,,,,
"2010","19990040","김진수","A3","19","55","10","18","11","38","6","49","10","10","4","1","0","0","2","1","0","6/1",,,,,,,,,
"2010","19990041","강동국","B1","19","59","14","24","6","34","9","49","5","6","9","10","0","0","0","0","0","6/1",,,,,,,,,
"2010","19990043","이한성","A2","18","53","12","23","10","42","10","60","6","10","3","2","0","0","0","0","0","6/1",,,,,,,,,
"2010","20000002","최용진","A1","16","48","2","4","11","27","7","42","7","6","11","4","0","0","0","0","0","7/1",,,,,,,,,
"2010","20000004","김영규","A3","19","60","0","0","10","17","7","28","14","12","10","7","0","0","0","0","0","7/1",,,,,,,,,
"2010","20000005","김상민","B2","18","55","3","5","8","20","8","35","12","12","8","3","0","0","0","1","0","7/1",,,,,,,,,
"2010","20000009","오성균","A3","16","48","2","4","5","15","9","33","15","5","7","3","0","0","0","2","0","7/1",,,,,,,,,
"2010","20000010","안성민","A2","17","48","5","10","11","33","13","60","7","5","6","0","0","0","1","0","0","7/1",,,,,,,,,
"2010","20000015","권정국","A2","18","54","13","24","7","37","3","43","2","4","9","15","0","0","0","1","0","7/1",,,,,,,,,
"2010","20000018","이규봉","A2","19","59","9","15","11","34","8","47","11","11","3","6","0","0","0","0","0","7/1",,,,,,,,,
"2010","20000020","정  관","A2","17","51","2","4","10","24","11","45","12","7","3","5","0","0","1","0","0","7/1",,,,,,,,,
"2010","20000022","조영소","A3","16","49","1","2","6","14","10","35","9","14","4","5","0","0","0","0","0","7/1",,,,,,,,,
"2010","20000024","김광진","B1","17","47","10","21","7","36","9","55","5","2","6","3","0","0","4","1","1","7/1",,,,,,,,,
"2010","20000026","고광종","A2","18","52","9","17","13","42","13","67","9","1","3","2","0","0","2","0","0","7/1",,,,,,,,,
"2010","20000028","이정민","A1","16","50","6","12","7","26","5","36","12","7","8","5","0","0","0","0","0","7/1",,,,,,,,,
"2010","20000029","이흥주","S3","18","53","13","25","10","43","7","57","5","5","5","8","0","0","0","0","0","7/1",,,,,,,,,
"2010","20000030","김기욱","B2","17","51","12","24","4","31","2","35","8","7","4","14","0","0","0","0","0","7/1",,,,,,,,,
"2010","20000034","정찬건","A3","19","59","14","24","5","32","5","41","5","10","10","10","0","0","0","0","0","7/1",,,,,,,,,
"2010","20000035","최병길","A1","18","54","10","19","9","35","7","48","10","5","3","8","0","0","1","1","0","7/1",,,,,,,,,
"2010","20000036","노하승","B1","19","57","12","21","17","51","12","72","3","2","3","8","0","0","0","0","0","7/1",,,,,,,,,
"2010","20000038","임형윤","A2","16","49","3","6","11","29","13","55","8","7","6","0","0","0","0","1","0","7/1",,,,,,,,,
"2010","20000043","이유진","A1","17","50","5","10","5","20","11","42","10","9","4","6","0","0","0","0","0","7/1",,,,,,,,,
"2010","20000044","유일선","A2","17","47","9","19","4","28","5","38","4","5","8","10","0","0","2","0","0","7/1",,,,,,,,,
"2010","20000046","권언호","B3","17","52","4","8","2","12","11","33","8","9","8","7","0","0","0","3","0","7/1",,,,,,,,,
"2010","20000047","엄재천","B2","19","59","5","8","7","20","10","37","14","10","8","4","0","0","0","1","0","7/1",,,,,,,,,
"2010","20000048","이창희","A1","19","56","6","11","9","27","6","38","12","9","7","6","0","0","1","0","0","7/1",,,,,,,,,
"2010","20000053","현병철","S3","18","55","3","5","8","20","9","36","15","7","5","8","0","0","0","0","0","7/1",,,,,,,,,
"2010","20000054","정언열","A2","17","48","2","4","8","21","13","48","5","11","4","2","0","0","1","2","0","7/1",,,,,,,,,
"2010","20010002","고병수","S2","16","48","12","25","5","35","8","52","6","11","4","1","0","0","1","0","0","8/1",,,,,,,,,
"2010","20010003","김덕찬","B1","19","55","16","29","3","35","3","40","3","6","10","13","0","0","1","0","0","8/1",,,,,,,,,
"2010","20010004","김민철","S1","12","36","28","78","5","92","2","97","0","0","0","0","0","0","0","1","0","8/1",,,,,,,,,
"2010","20010006","김성우","B2","19","58","3","5","12","26","10","43","9","7","9","8","0","0","0","0","0","8/1",,,,,,,,,
"2010","20010007","김영섭","SS","17","52","21","40","15","69","8","85","4","2","0","1","0","0","1","0","0","8/1",,,,,,,,,
"2010","20010008","김영일","A3","16","46","7","15","11","39","4","48","6","2","6","8","0","0","2","0","0","8/1",,,,,,,,,
"2010","20010009","김용남","A3","18","58","11","19","8","33","8","47","8","10","4","9","0","0","0","0","0","8/1",,,,,,,,,
"2010","20010010","김용진","B2","17","53","12","23","6","34","7","47","7","3","4","14","0","0","0","0","0","8/1",,,,,,,,,
"2010","20010011","김이남","A1","17","44","7","16","5","27","12","55","3","2","5","5","0","0","3","2","1","8/1",,,,,,,,,
"2010","20010014","김종모","B1","17","50","3","6","3","12","10","32","7","9","11","7","0","0","0","0","1","8/1",,,,,,,,,
"2010","20010016","김유신","A2","17","50","5","10","8","26","11","48","12","5","5","3","0","0","0","1","0","8/1",,,,,,,,,
"2010","20010017","김치권","A1","18","56","9","16","18","48","10","66","6","4","5","4","0","0","0","0","0","8/1",,,,,,,,,
"2010","20010020","문성은","B1","15","44","1","2","2","7","11","32","7","8","6","6","0","0","2","1","0","8/1",,,,,,,,,
"2010","20010022","박석기","A1","18","52","12","23","15","52","7","65","9","4","1","2","0","0","2","1","0","8/1",,,,,,,,,
"2010","20010023","박성순","B1","19","56","1","2","5","11","7","23","9","20","8","6","0","0","0","0","0","8/1",,,,,,,,,
"2010","20010024","박수환","B1","19","54","9","17","5","26","3","31","9","7","14","5","0","0","1","1","0","8/1",,,,,,,,,
"2010","20010026","송기윤","A2","16","48","16","33","5","44","3","50","4","4","4","10","0","0","1","1","0","8/1",,,,,,,,,
"2010","20010027","신호재","A2","16","48","12","25","11","48","8","65","6","2","4","4","0","0","1","0","0","8/1",,,,,,,,,
"2010","20010028","안효운","A1","16","46","16","35","4","43","2","48","6","5","3","8","0","0","2","0","0","8/1",,,,,,,,,
"2010","20010031","유정주","A3","17","48","10","21","14","50","7","65","3","5","3","5","0","0","1","0","0","8/1",,,,,,,,,
"2010","20010033","윤이상","B3","19","56","0","0","3","5","6","16","5","11","15","16","0","0","0","0","0","8/1",,,,,,,,,
"2010","20010041","정춘현","B1","18","54","8","15","9","31","9","48","6","4","15","3","0","0","0","0","0","8/1",,,,,,,,,
"2010","20010042","조성래","A1","15","49","7","14","7","29","8","45","9","6","7","4","0","0","1","1","0","8/1",,,,,,,,,
